,Symbol,Group,Family,Duration,Growth_Habit,Native_Status,Other_Name
353,AGCR,Monocot,Poaceae,Perennial,Graminoid,AK ICAN IL48 I,
354,AGCRP8,Monocot,Poaceae,Perennial,Graminoid,AK ICAN IL48 I,
355,AGDE2,Monocot,Poaceae,Perennial,Graminoid,L48 I,
356,AGFR,Monocot,Poaceae,Perennial,Graminoid,CAN IL48 I,
357,AGGI,Dicot,Caryophyllaceae,Annual,Forb/herb,AK ICAN IL48 I,
358,AGROS2,Monocot,Poaceae, , ,"AK I,NCAN I,N,WGL I,NHI I,NL48 I,NPR NSPM I,N,W",
359,AGAE,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NL48 N,
360,AGAV,Monocot,Poaceae,Perennial,Graminoid,HI IL48 I,he`upueo
361,AGBL,Monocot,Poaceae,Perennial,Graminoid,L48 N,
362,AGCA4,Monocot,Poaceae,Perennial,Graminoid,CAN WGL IHI IL48 NSPM W,agróstide caninaagróstide de perro
363,AGCA5,Monocot,Poaceae,Perennial,Graminoid,AK ICAN IGL IHI IL48 ISPM I,
364,AGCA11,Monocot,Poaceae,Perennial,Graminoid,L48 I,
365,AGCL,Monocot,Poaceae,Perennial,Graminoid,AK NCAN N,
366,AGDE7,Monocot,Poaceae,Perennial,Graminoid,L48 N,
367,AGEL4,Monocot,Poaceae,Annual,Graminoid,L48 N,
368,AGEX,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NL48 N,
369,AGGI2,Monocot,Poaceae,Perennial,Graminoid,AK ICAN IGL IL48 I,
370,AGHA2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
371,AGHE3,Monocot,Poaceae,Annual,Graminoid,L48 N,
372,AGHO,Monocot,Poaceae,Perennial,Graminoid,L48 N,
373,AGHO2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
374,AGHU,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NL48 N,
375,AGHY,Monocot,Poaceae,Perennial,Graminoid,CAN NL48 NPR N,
376,AGID,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NL48 N,
377,AGME3,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NGL NL48 N,
378,AGMI3,Monocot,Poaceae,Annual,Graminoid,CAN NL48 N,
379,AGOR,Monocot,Poaceae,Perennial,Graminoid,CAN NL48 N,
380,AGPA8,Monocot,Poaceae,Perennial,Graminoid,CAN NL48 N,
381,AGPE,Monocot,Poaceae,Perennial,Graminoid,CAN NL48 N,
382,AGRO4,Monocot,Poaceae,Perennial,Graminoid,L48 N,
383,AGSC5,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NGL NL48 NSPM N,
384,AGST2,Monocot,Poaceae,Perennial,Graminoid,AK ICAN IGL IHI IL48 ISPM I,
385,AILAN,Dicot,Simaroubaceae, , ,CAN IHI IL48 I,
386,AIAL,Dicot,Simaroubaceae,Perennial,Tree,CAN IHI IL48 I,
387,AIMI,Monocot,Arecaceae,Perennial,Tree,PR N,
388,AIRA,Monocot,Poaceae, , ,AK ICAN IHI IL48 I,
389,AICA,Monocot,Poaceae,Annual,Graminoid,AK ICAN IHI IL48 I,
390,AICAC2,Monocot,Poaceae,Annual,Graminoid,AK ICAN IHI IL48 I,
391,AIEL4,Monocot,Poaceae,Annual,Graminoid,HI IL48 I,
392,AIPR,Monocot,Poaceae,Annual,Graminoid,CAN IL48 I,
393,AJGE,Dicot,Lamiaceae,Perennial,Forb/herb,CAN IL48 I,
394,AJRE,Dicot,Lamiaceae,Perennial,Forb/herb,CAN IL48 I,
395,AKQU,Dicot,Lardizabalaceae,Perennial,Vine,L48 I,
396,ALBIZ,Dicot,Fabaceae, , ,HI IL48 IPB IPR IVI I,
397,ALAD,Dicot,Fabaceae,Perennial,Tree,PR I,
398,ALCH2,Dicot,Fabaceae,Perennial,Tree,HI I,
399,ALJU,Dicot,Fabaceae,Perennial,ShrubTree,L48 I,
400,ALOD,Dicot,Fabaceae, , ,None,
401,ALPR,Dicot,Fabaceae,Perennial,Tree,L48 IPR I,
402,ALSA10,Dicot,Fabaceae,Perennial,Tree,HI I,
403,ALZY,Dicot,Fabaceae, , ,None,
404,ALRO3,Dicot,Malvaceae,BiennialPerennial,Forb/herb,CAN IL48 IPR I,
405,ALMO4,Dicot,Rosaceae,Perennial,Forb/herb,AK ICAN IL48 ISPM I,
406,ALAU,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
407,ALBR6,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
408,ALFA2,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
409,ALMO,Dicot,Euphorbiaceae,Perennial,Tree,HI IL48 IPB IPR IVI I,kukui
410,ALMA12,Dicot,Fabaceae,Perennial,Shrub,L48 I,
411,ALCA23,Dicot,Polemoniaceae,Perennial,Forb/herb,L48 N,
412,ALFO3,Dicot,Polemoniaceae,BiennialPerennial,Forb/herb,L48 N,
413,ALLAL3,Dicot,Polemoniaceae,Annual,Forb/herb,L48 N,
414,ALLE7,Dicot,Polemoniaceae,Annual,Forb/herb,L48 N,
415,ALNY2,Dicot,Polemoniaceae,Annual,Forb/herb,L48 N,
416,ALPI2,Dicot,Polemoniaceae,AnnualBiennialPerennial,Forb/herb,L48 N,
417,ALSU9,Dicot,Polemoniaceae,BiennialPerennial,Forb/herb,L48 N,
418,ALGR,Monocot,Alismataceae,Perennial,Forb/herb,CAN NL48 N,
419,ALPL,Monocot,Alismataceae,Perennial,Forb/herb,AK IL48 I,
420,ALSU,Monocot,Alismataceae,Perennial,Forb/herb,CAN NL48 N,
421,ALTR7,Monocot,Alismataceae,Perennial,Forb/herb,AK NCAN NL48 N,
422,ALBL,Dicot,Apocynaceae,Perennial,ShrubVine,PR I,
423,ALCA7,Dicot,Apocynaceae,Perennial,Vine,L48 IPB IPR IVI I,
424,ALSC4,Dicot,Apocynaceae,Perennial,Vine,PR I,
425,ALOC2,Dicot,Chenopodiaceae,Perennial,ShrubSubshrub,L48 N,
426,ALPE4,Dicot,Brassicaceae,AnnualBiennial,Forb/herb,AK ICAN IL48 I,
427,ALIN,Dicot,Nyctaginaceae,AnnualPerennial,Forb/herb,L48 N,
428,ALLIU,Monocot,Liliaceae, , ,"AK I,NCAN I,N,WL48 I,NPB IVI I?",
429,ALAB2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
430,ALAC4,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
431,ALAF,Monocot,Liliaceae, , ,None,
432,ALAL4,Monocot,Liliaceae,Perennial,Forb/herb,L48 NVI I?,
433,ALAM2,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
434,ALAN,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
435,ALAS2,Monocot,Liliaceae, , ,None,
436,ALAT,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
437,ALATA,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
438,ALATC,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
439,ALBI2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
440,ALBIB,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
441,ALCA2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
442,ALCA3,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
443,ALCAC,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
444,ALCAM,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
445,ALCE,Monocot,Liliaceae,Perennial,Forb/herb,L48 IPB I,
446,ALCE2,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
447,ALCO,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
448,ALCR3,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
449,ALCR5,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
450,ALDE6,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
451,ALDI2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
452,ALDO,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
453,ALDR,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
454,ALFA3,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
455,ALFI2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
456,ALFI4,Monocot,Liliaceae,Perennial,Forb/herb,AK ICAN NL48 I,
457,ALGE,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
458,ALGET,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
459,ALHA,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
460,ALHY,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
461,ALKU,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
462,ALLA3,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
463,ALLAL,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
464,ALLE3,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
465,ALMA4,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
466,ALMU6,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
467,ALNE3,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
468,ALNE,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
469,ALNI,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
470,ALOB,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
471,ALOD2,Monocot,Liliaceae, , ,None,
472,ALPA20,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
473,ALPA3,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
474,ALPES,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
475,ALPL2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
476,ALPO2,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
477,ALPR2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
478,ALSA2,Monocot,Liliaceae,Perennial,Forb/herb,CAN IL48 I,
479,ALSC,Monocot,Liliaceae,Perennial,Forb/herb,"AK I,NCAN I,NL48 I,N",
480,ALSCS,Monocot,Liliaceae,Perennial,Forb/herb,AK NCAN NL48 N,
481,ALSC3,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
482,ALSCR,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
483,ALSE,Monocot,Liliaceae, , ,None,
484,ALSI2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
485,ALST,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
486,ALTE,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
487,ALTO,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
488,ALTR3,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,wild leek
489,ALTR4,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
490,ALTU,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
491,ALUN,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
492,ALUR,Monocot,Liliaceae, , ,None,
493,ALVA,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
494,ALVI3,Monocot,Liliaceae,Perennial,Forb/herb,AK N,
495,ALVI,Monocot,Liliaceae,Perennial,Forb/herb,AK ICAN IL48 I,
496,ALTE3,Monocot,Poaceae,Perennial,Graminoid,L48 N,
497,ALGIV,Dicot,Polemoniaceae,Annual,Forb/herb,L48 N,
498,ALCI3,Monocot,Poaceae,Annual,Graminoid,L48 I,
499,ALVI2,Dicot,Monotropaceae,Perennial,Forb/herb,CAN NL48 N,
500,ALPA14,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
501,ALNUS,Dicot,Betulaceae, , ,"AK NCAN I,NGL NHI IL48 I,NSPM N",
502,ALGL2,Dicot,Betulaceae,Perennial,Tree,CAN IL48 I,
503,ALIN2,Dicot,Betulaceae,Perennial,ShrubTree,AK NCAN NL48 NSPM N,
504,ALINR,Dicot,Betulaceae,Perennial,ShrubTree,CAN NL48 NSPM N,
505,ALINT,Dicot,Betulaceae,Perennial,ShrubTree,AK NCAN NL48 N,
506,ALMA7,Dicot,Betulaceae,Perennial,ShrubTree,L48 N,
507,ALOB2,Dicot,Betulaceae,Perennial,Tree,L48 N,
508,ALRH2,Dicot,Betulaceae,Perennial,Tree,L48 N,
509,ALRU2,Dicot,Betulaceae,Perennial,Tree,AK NCAN NL48 N,
510,ALSE2,Dicot,Betulaceae,Perennial,ShrubTree,CAN NL48 N,
511,ALVI5,Dicot,Betulaceae,Perennial,ShrubTree,AK NCAN NGL NL48 NSPM N,
512,ALVIC,Dicot,Betulaceae,Perennial,ShrubTree,CAN NGL NL48 NSPM N,
513,ALVIS,Dicot,Betulaceae,Perennial,ShrubTree,AK NCAN NL48 N,
514,ALBR14,Monocot,Araceae, , ,None,
515,ALOE,Monocot,Aloaceae, , ,HI IL48 IPB IPR IVI I,
516,ALAR8,Monocot,Aloaceae, , ,PB I,
517,ALFE2,Monocot,Aloaceae, , ,None,
518,ALGR8,Monocot,Aloaceae, , ,None,
519,ALSE10,Monocot,Aloaceae, , ,None,
520,ALSU8,Monocot,Aloaceae, , ,None,
521,ALVE2,Monocot,Aloaceae,Perennial,Forb/herb,HI IL48 IPR IVI I,
522,ALBR70,Moss,Pottiaceae, ,Nonvascular,NA N,
523,ALRI2,Moss,Pottiaceae, ,Nonvascular,NA N,
524,ALAE,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NGL NL48 N,
525,ALAEA,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NGL NL48 N,
526,ALAR,Monocot,Poaceae,Perennial,Graminoid,CAN WL48 I,
527,ALCA4,Monocot,Poaceae,Annual,Graminoid,CAN NL48 N,
528,ALGE2,Monocot,Poaceae,Perennial,Graminoid,AK ICAN IGL IL48 ISPM I,
529,ALGEG4,Monocot,Poaceae,Perennial,Graminoid,AK ICAN IGL IL48 ISPM I,
530,ALMY,Monocot,Poaceae,Annual,Graminoid,CAN IL48 I,
531,ALPR3,Monocot,Poaceae,Perennial,Graminoid,AK ICAN IGL IL48 ISPM I,
532,ALSA3,Monocot,Poaceae,Annual,Graminoid,L48 N,
533,ALDR2,Monocot,Iridaceae,Perennial,Forb/herb,L48 N,
534,ALGR2,Dicot,Verbenaceae,Perennial,Shrub,L48 N,
535,ALWR,Dicot,Verbenaceae,Perennial,Shrub,L48 N,
536,ALPU4,Monocot,Zingiberaceae,Perennial,Forb/herb,HI IPB IPR I,
537,ALZE,Monocot,Zingiberaceae,Perennial,Forb/herb,HI IL48 IPB IPR IVI I,
538,ALMA16,Dicot,Apocynaceae,Perennial,Tree,HI IL48 I,
539,ALSTR,Monocot,Liliaceae, , ,L48 I,
540,ALAU6,Monocot,Liliaceae, , ,None,
541,ALHA2,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
542,ALPU2,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
543,ALBR5,Dicot,Amaranthaceae,Perennial,Forb/herbShrubVine,HI IL48 IPR IVI I,
544,ALPH,Dicot,Amaranthaceae,Perennial,Forb/herb,L48 IPR I,
545,ALHI2,Dicot,Malvaceae,Perennial,Forb/herb,CAN IL48 I,
546,ALOF2,Dicot,Malvaceae,Perennial,Forb/herb,CAN IL48 I,
547,ALRU4,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
548,ALVA2,Dicot,Fabaceae,AnnualPerennial,Forb/herb,HI IL48 IPB IPR IVI I,
549,ALUT3,Dicot,Brassicaceae, , ,None,
550,ALAL3,Dicot,Brassicaceae,AnnualBiennial,Forb/herb,CAN IL48 I,
551,ALDE,Dicot,Brassicaceae,Annual,Forb/herb,CAN IL48 I,
552,ALSI8,Dicot,Brassicaceae,Annual,Forb/herb,L48 I,
553,AMAC,Dicot,Amaranthaceae,Annual,Forb/herb,L48 N,
554,AMAL,Dicot,Amaranthaceae,Annual,Forb/herb,AK ICAN WL48 ISPM W,tumble pigweedtumbleweed
555,AMBL,Dicot,Amaranthaceae,Annual,Forb/herb,AK ICAN IL48 I,
556,AMBLE2,Dicot,Amaranthaceae,Annual,Forb/herb,CAN IHI IL48 IPB IPR I,slender amaranth
557,AMCA,Dicot,Amaranthaceae,Annual,Forb/herb,CAN NL48 N,
558,AMCA2,Dicot,Amaranthaceae,Perennial,Forb/herb,L48 N,
559,AMCA3,Dicot,Amaranthaceae,Annual,Forb/herb,L48 IPR I,love-lies-bleeding
560,AMCR2,Dicot,Amaranthaceae,Annual,Forb/herb,L48 I,
561,AMCR4,Dicot,Amaranthaceae,Annual,Forb/herb,CAN IHI IL48 IPR I,
562,AMDE,Dicot,Amaranthaceae,Annual,Forb/herb,L48 I,
563,AMHY,Dicot,Amaranthaceae,Annual,Forb/herb,CAN IHI IL48 NPB I,green amaranth
564,AMPA,Dicot,Amaranthaceae,Annual,Forb/herb,CAN IL48 N,
565,AMPO2,Dicot,Amaranthaceae,Annual,Forb/herb,CAN NL48 N,
566,AMPU2,Dicot,Amaranthaceae,Annual,Forb/herb,L48 N,
567,AMRE,Dicot,Amaranthaceae,Annual,Forb/herb,AK ICAN IHI IL48 NSPM I,
568,AMSP,Dicot,Amaranthaceae,Annual,Forb/herb,CAN IHI IL48 NPB IPR NVI N,spiny pigweed
569,AMTR2,Dicot,Amaranthaceae,Annual,Forb/herb,L48 IPB IPR IVI I,
570,AMTU,Dicot,Amaranthaceae,Annual,Forb/herb,CAN NL48 N,
571,AMBE3,Monocot,Liliaceae,Perennial,Forb/herb,L48 I,
572,AMMO,Dicot,Asteraceae,AnnualBiennial,Forb/herb,L48 I,
573,AMDE70,Moss,Meesiaceae, ,Nonvascular,NA N,
574,AMSE,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
575,AMSE3,Moss,Amblystegiaceae, ,Nonvascular,NA N,
576,AMAC2,Dicot,Asteraceae,Annual,Forb/herb,CAN NL48 N,
577,AMAR2,Dicot,Asteraceae,Annual,Forb/herb,"CAN NHI IL48 I,N",
578,AMARE,Dicot,Asteraceae,Annual,Forb/herb,CAN NHI IL48 I,
579,AMBI2,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
580,AMCH4,Dicot,Asteraceae,Perennial,Forb/herbShrubSubshrub,AK NCAN NL48 N,
581,AMDE4,Dicot,Asteraceae,Perennial,ShrubSubshrub,L48 N,
582,AMDU2,Dicot,Asteraceae,Perennial,ShrubSubshrub,L48 N,
583,AMGR5,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
584,AMPS,Dicot,Asteraceae,AnnualPerennial,Forb/herb,CAN NL48 N,
585,AMTO3,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
586,AMTR,Dicot,Asteraceae,Annual,Forb/herbSubshrub,CAN NL48 N,
587,AMELA,Dicot,Rosaceae, , ,AK NCAN NL48 NSPM N,
588,AMAL2,Dicot,Rosaceae,Perennial,ShrubTree,AK NCAN NL48 N,
589,AMALA,Dicot,Rosaceae,Perennial,ShrubTree,AK NCAN NL48 N,
590,AMALC,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
591,AMALS,Dicot,Rosaceae,Perennial,ShrubTree,AK NCAN NL48 N,
592,AMAR3,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
593,AMBA,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 NSPM N,mountain serviceberry
594,AMCA4,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
595,AMIN4,Dicot,Rosaceae,Perennial,Tree,CAN NL48 N,
596,AMLA,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 NSPM N,
597,AMPA2,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
598,AMSA,Dicot,Rosaceae,Perennial,ShrubTree,CAN NL48 N,
599,AMST80,Dicot,Rosaceae,Perennial,Shrub,CAN NL48 N,
600,AMUT,Dicot,Rosaceae,Perennial,ShrubTree,L48 N,
601,AMRO,Monocot,Orchidaceae,Perennial,Forb/herb,AK NCAN NGL NL48 N,
602,AMMU,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
603,AMAU2,Dicot,Lythraceae,Annual,Forb/herb,L48 NPR N,
604,AMCO,Dicot,Lythraceae,Annual,Forb/herbSubshrub,HI IL48 NPR NVI N,
605,AMLA3,Dicot,Lythraceae,Annual,Forb/herbSubshrub,L48 NPR NVI N,
606,AMMA,Dicot,Apiaceae,Annual,Forb/herb,L48 I,
607,AMVI2,Dicot,Apiaceae,Biennial,Forb/herb,L48 I,
608,AMTI,Monocot,Liliaceae, , ,None,
609,AMAR4,Monocot,Poaceae,Perennial,Graminoid,CAN IHI IL48 IPB I,San Francisco grass
610,AMBR,Monocot,Poaceae,Perennial,Graminoid,CAN NL48 NSPM N,
611,AMPO4,Dicot,Apiaceae,Annual,Forb/herb,L48 N,
612,AMPA3,Dicot,Bixaceae,Perennial,Forb/herb,L48 N,
613,AMORP,Dicot,Fabaceae, , ,CAN NL48 N,
614,AMCA5,Dicot,Fabaceae,Perennial,Shrub,L48 N,
615,AMCAN,Dicot,Fabaceae,Perennial,Shrub,L48 N,
616,AMCA6,Dicot,Fabaceae,Perennial,ShrubSubshrub,CAN NL48 N,
617,AMFR,Dicot,Fabaceae,Perennial,Shrub,CAN NL48 N,desert false indigo
618,AMGL2,Dicot,Fabaceae,Perennial,Shrub,L48 N,
619,AMNA,Dicot,Fabaceae,Perennial,ShrubSubshrub,CAN NL48 N,
620,AMOU,Dicot,Fabaceae,Perennial,Shrub,L48 N,
621,AMPA13,Monocot,Araceae, , ,None,
622,NEAR5,Dicot,Vitaceae,Perennial,ShrubVine,L48 NPR N,
623,AMCO2,Dicot,Vitaceae,Perennial,Vine,L48 N,
624,AMDR,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
625,AMSC4,Monocot,Poaceae,Perennial,Graminoid,L48 I,
626,AMBR2,Dicot,Fabaceae,AnnualPerennial,Forb/herbVine,CAN NL48 N,hog-peanut
627,AMBRC,Dicot,Fabaceae,AnnualPerennial,Forb/herbVine,CAN NL48 N,
628,AMMU2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
629,AMPU6,Monocot,Poaceae,AnnualPerennial,Graminoid,L48 N,
630,AMLA70,Moss,Orthotrichaceae, ,Nonvascular,NA N,
631,AMMO70,Moss,Orthotrichaceae, ,Nonvascular,NA N,
632,AMPA6,Dicot,Bignoniaceae,Perennial,Vine,PR N,
633,AMLA4,Dicot,Bignoniaceae,Perennial,Tree,L48 NPR NVI N,
634,AMEA2,Dicot,Boraginaceae,Annual,Forb/herb,L48 N,
635,AMGR3,Dicot,Boraginaceae,Annual,Forb/herb,L48 N,
636,AMLY,Dicot,Boraginaceae,Annual,Forb/herb,AK ICAN NL48 N,
637,AMMEI2,Dicot,Boraginaceae,Annual,Forb/herb,AK ICAN NHI I?L48 N,
638,AMMEM2,Dicot,Boraginaceae,Annual,Forb/herb,CAN NL48 N,
639,AMSP3,Dicot,Boraginaceae,Annual,Forb/herb,CAN NL48 N,
640,AMTE3,Dicot,Boraginaceae,Annual,Forb/herb,CAN NL48 N,
641,AMVEF,Dicot,Boraginaceae,Annual,Forb/herb,L48 N,
642,AMCI,Dicot,Apocynaceae,Perennial,Forb/herb,L48 N,
643,AMCIT2,Dicot,Apocynaceae,Perennial,Forb/herb,L48 N,
644,AMRI,Dicot,Apocynaceae,Perennial,Forb/herb,L48 N,
645,AMTA2,Dicot,Apocynaceae,Perennial,Forb/herb,L48 N,
646,AMTAT,Dicot,Apocynaceae,Perennial,Forb/herb,L48 N,
647,AMTO2,Dicot,Apocynaceae,Perennial,Forb/herb,L48 N,
648,AMTOT,Dicot,Apocynaceae,Perennial,Forb/herb,L48 N,
649,ANPE13,Dicot,Fabaceae,Perennial,ShrubTree,PR N,
650,ANAR,Dicot,Primulaceae,AnnualBiennial,Forb/herb,"CAN I,NGL IHI IL48 IPB IPR I",poor man's weather glass
651,ANMI4,Dicot,Primulaceae,Annual,Forb/herb,CAN NL48 N,
652,ANANA,Monocot,Bromeliaceae, , ,L48 IPB IPR I,
653,ANCO30,Monocot,Bromeliaceae,Perennial,Forb/herb,L48 IPB IPR I,
654,ANMA,Dicot,Asteraceae,Perennial,Forb/herb,AK NCAN NL48 NSPM N,
655,ANOR4,Liverwort,Jungermanniaceae, ,Nonvascular,NA N,
656,ANMI7,Liverwort,Jungermanniaceae, ,Nonvascular,NA N,
657,ANCHU,Dicot,Boraginaceae, , ,CAN IL48 I,
658,ANAR16,Dicot,Boraginaceae,Annual,Forb/herb,CAN IL48 I,
659,ANAZ,Dicot,Boraginaceae,Perennial,Forb/herb,CAN IL48 I,
660,ANOF,Dicot,Boraginaceae,BiennialPerennial,Forb/herb,CAN IL48 I,
661,ANIN,Dicot,Fabaceae,Perennial,Tree,L48 NPR NVI N,
662,ANRO7,Moss,Andreaeaceae, ,Nonvascular,NA N,
663,ANRU7,Moss,Andreaeaceae, ,Nonvascular,NA N,
664,ANDRO,Dicot,Ericaceae, , ,AK NCAN NGL NL48 NSPM N,
665,ANPO,Dicot,Ericaceae,Perennial,ShrubSubshrub,AK NCAN NGL NL48 NSPM N,
666,ANAR2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
667,ANBR2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
668,ANCA4,Monocot,Poaceae,Perennial,Graminoid,L48 N,
669,ANFL,Monocot,Poaceae,Perennial,Graminoid,L48 N,
670,ANGA3,Monocot,Poaceae, ,Graminoid,None,
671,ANGE,Monocot,Poaceae,Perennial,Graminoid,CAN NL48 N,
672,ANGL2,Monocot,Poaceae,Perennial,Graminoid,HI IL48 NNAV NPR NVI I,
673,ANGR5,Monocot,Poaceae,Perennial,Graminoid,L48 NPR NVI N,
674,ANGY2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
675,ANGYG,Monocot,Poaceae,Perennial,Graminoid,L48 N,
676,ANGYS,Monocot,Poaceae,Perennial,Graminoid,L48 N,
677,ANHA,Monocot,Poaceae,Perennial,Graminoid,CAN NL48 N,
678,ANLE,Monocot,Poaceae,Perennial,Graminoid,PR NVI N,
679,ANLO2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
680,ANMO3,Monocot,Poaceae,Perennial,Graminoid,L48 N,
681,ANTE2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
682,ANTEC,Monocot,Poaceae,Perennial,Graminoid,L48 N,
683,ANTR,Monocot,Poaceae,Perennial,Graminoid,L48 N,
684,ANVI2,Monocot,Poaceae,Perennial,Graminoid,CAN NHI IL48 NPB IPR N,broomsedgeyellow bluestem
685,ANCH,Dicot,Primulaceae,Perennial,Forb/herb,AK NCAN NL48 N,
686,ANCHC,Dicot,Primulaceae,Perennial,Forb/herb,L48 N,
687,ANCHL,Dicot,Primulaceae,Perennial,Forb/herb,AK NCAN NL48 N,
688,ANOC2,Dicot,Primulaceae,Annual,Forb/herb,CAN NL48 N,
689,ANSE4,Dicot,Primulaceae,AnnualPerennial,Forb/herb,AK NCAN NGL NL48 N,
690,ANSES5,Dicot,Primulaceae,AnnualPerennial,Forb/herb,CAN NL48 N,
691,ANBR4,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
692,ANCO9,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
693,ANSP15,Monocot,Commelinaceae, , ,None,
694,ANEMO,Dicot,Ranunculaceae, , ,"AK NCAN I,NGL NHI IL48 I,N",
695,ANBE,Dicot,Ranunculaceae,Perennial,Forb/herb,L48 N,
696,ANBL2,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN IL48 I,
697,ANCA8,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN NL48 N,
